zip,city,state,latitude,longitude,timezone,dst
1072,Shutesbury,MA,42.471562,-72.44017,-5,1
1073,Southampton,MA,42.230008,-72.728463,-5,1
1074,South Barre,MA,42.375998,-72.149388,-5,1
1075,South Hadley,MA,42.24984,-72.58152,-5,1
1077,Southwick,MA,42.066644,-72.541205,-5,1
1079,Thorndike,MA,42.192892,-72.329574,-5,1
1080,Three Rivers,MA,42.179805,-72.517813,-5,1
1081,Wales,MA,42.061948,-72.213598,-5,1
1082,Ware,MA,42.377471,-72.548549,-5,1
1083,Warren,MA,42.204027,-72.199439,-5,1
1084,West Chesterfield,MA,42.390303,-72.870857,-5,1
1085,Westfield,MA,42.14869,-72.501887,-5,1
1086,Westfield,MA,42.173428,-72.847964,-5,1
1088,West Hatfield,MA,42.390583,-72.646894,-5,1
1089,West Springfield,MA,42.125793,-72.645334,-5,1
1090,West Springfield,MA,42.170731,-72.604842,-5,1
1092,West Warren,MA,42.202887,-72.229025,-5,1
1093,Whately,MA,42.442673,-72.652511,-5,1
1094,Wheelwright,MA,42.358201,-72.140846,-5,1
1095,Wilbraham,MA,42.125974,-72.489988,-5,1
1096,Williamsburg,MA,42.413069,-72.821653,-5,1
1097,Woronoco,MA,42.161743,-72.845912,-5,1
1098,Worthington,MA,42.40494,-72.896133,-5,1
1101,Springfield,MA,42.170731,-72.604842,-5,1
1102,Springfield,MA,42.170731,-72.604842,-5,1
1103,Springfield,MA,42.103044,-72.590783,-5,1
1104,Springfield,MA,42.128605,-72.567966,-5,1
1105,Springfield,MA,42.099793,-72.577732,-5,1
1106,Longmeadow,MA,42.049194,-72.567882,-5,1
1107,Springfield,MA,42.126237,-72.586733,-5,1
1108,Springfield,MA,42.080594,-72.558081,-5,1
1109,Springfield,MA,42.119293,-72.548981,-5,1
1111,Springfield,MA,42.170731,-72.604842,-5,1
1114,Springfield,MA,42.170731,-72.604842,-5,1
1115,Springfield,MA,42.102894,-72.591633,-5,1
1116,Longmeadow,MA,42.170731,-72.604842,-5,1
1118,Springfield,MA,42.093894,-72.523227,-5,1
1119,Springfield,MA,42.124943,-72.526705,-5,1
1128,Springfield,MA,42.094616,-72.487229,-5,1
1129,Springfield,MA,42.124485,-72.489479,-5,1
1133,Springfield,MA,42.170731,-72.604842,-5,1
1138,Springfield,MA,42.170731,-72.604842,-5,1
1139,Springfield,MA,42.170731,-72.604842,-5,1
1144,Springfield,MA,42.101796,-72.59151,-5,1
1151,Indian Orchard,MA,42.150593,-72.51278,-5,1
1152,Springfield,MA,42.170731,-72.604842,-5,1
1195,Springfield Bmc,MA,42.1,-72.58,-5,1
1199,Springfield,MA,42.119943,-72.604983,-5,1
1201,Pittsfield,MA,42.479475,-73.24807,-5,1
1202,Pittsfield,MA,42.3929,-73.228483,-5,1
1203,Pittsfield,MA,42.3929,-73.228483,-5,1
1220,Adams,MA,42.385595,-73.172166,-5,1
1222,Ashley Falls,MA,42.185969,-73.318695,-5,1
1223,Becket,MA,42.3418,-73.103468,-5,1
1224,Berkshire,MA,42.3929,-73.228483,-5,1
1225,Cheshire,MA,42.482125,-73.127483,-5,1
1226,Dalton,MA,42.470296,-73.08895,-5,1
1227,Dalton,MA,42.516145,-73.092852,-5,1
1229,Glendale,MA,42.279292,-73.343545,-5,1
1230,Great Barrington,MA,42.299392,-73.26665,-5,1
1235,Hinsdale,MA,42.29237,-73.22164,-5,1
1236,Housatonic,MA,42.291299,-73.358798,-5,1
1237,Lanesboro,MA,42.487569,-73.235048,-5,1
1238,Lee,MA,42.369856,-73.267465,-5,1
1240,Lenox,MA,42.459202,-73.219858,-5,1
1242,Lenox Dale,MA,42.338594,-73.250891,-5,1
1243,Middlefield,MA,42.356088,-73.010448,-5,1
1244,Mill River,MA,42.122827,-73.253983,-5,1
1245,Monterey,MA,42.18669,-73.206498,-5,1
1247,North Adams,MA,42.426974,-73.18632,-5,1
1252,North Egremont,MA,42.198648,-73.446234,-5,1
1253,Otis,MA,42.213156,-73.090434,-5,1
1254,Richmond,MA,42.233105,-73.238358,-5,1
1255,Sandisfield,MA,42.148975,-73.14861,-5,1
1256,Savoy,MA,42.367341,-73.128528,-5,1
1257,Sheffield,MA,42.314564,-73.267694,-5,1
1258,South Egremont,MA,42.128075,-73.36089,-5,1
1259,Southfield,MA,42.198712,-73.278543,-5,1
1260,South Lee,MA,42.286586,-73.313274,-5,1
1262,Stockbridge,MA,42.304604,-73.330001,-5,1
1263,Stockbridge,MA,42.3929,-73.228483,-5,1
1264,Tyringham,MA,42.220001,-73.197865,-5,1
1266,West Stockbridge,MA,42.360482,-73.265354,-5,1
1267,Williamstown,MA,42.642075,-73.257699,-5,1
1270,Windsor,MA,42.443726,-73.116127,-5,1
1301,Greenfield,MA,42.601335,-72.623619,-5,1
1302,Greenfield,MA,42.522178,-72.624164,-5,1
1330,Ashfield,MA,42.562391,-72.738152,-5,1
1331,Athol,MA,42.547302,-72.183903,-5,1
1337,Bernardston,MA,42.62706,-72.642888,-5,1
1338,Buckland,MA,42.573832,-72.769487,-5,1
1339,Charlemont,MA,42.594252,-72.665507,-5,1
1340,Colrain,MA,42.681539,-72.822986,-5,1
1341,Conway,MA,42.590824,-72.70976,-5,1
1342,Deerfield,MA,42.54723,-72.607679,-5,1
1343,Drury,MA,42.642666,-72.986231,-5,1
1344,Erving,MA,42.627072,-72.553654,-5,1
1346,Heath,MA,42.618011,-72.788896,-5,1
1347,Lake Pleasant,MA,42.556558,-72.518104,-5,1
1349,Turners Falls,MA,42.621412,-72.705633,-5,1
1350,Monroe Bridge,MA,42.721456,-72.976204,-5,1
1351,Montague,MA,42.548107,-72.48693,-5,1
1354,Northfield,MA,42.522178,-72.624164,-5,1
1355,New Salem,MA,42.518718,-72.534371,-5,1
1360,Northfield,MA,42.614152,-72.528209,-5,1
1364,Orange,MA,42.578325,-72.556589,-5,1
1366,Petersham,MA,42.459632,-72.182962,-5,1
1367,Rowe,MA,42.683065,-72.715667,-5,1
1368,Royalston,MA,42.672182,-72.196376,-5,1
1369,Shattuckville,MA,42.522178,-72.624164,-5,1
1370,Shelburne Falls,MA,42.588812,-72.758781,-5,1
1373,South Deerfield,MA,42.464522,-72.682346,-5,1
1375,Sunderland,MA,42.565346,-72.70094,-5,1
1376,Turners Falls,MA,42.654878,-72.718123,-5,1
1378,Warwick,MA,42.667059,-72.339655,-5,1
1379,Wendell,MA,42.581007,-72.437179,-5,1
1380,Wendell Depot,MA,42.553431,-72.392694,-5,1
1420,Fitchburg,MA,42.583689,-71.816767,-5,1
1430,Ashburnham,MA,42.654906,-71.920942,-5,1
1431,Ashby,MA,42.446396,-71.459405,-5,1
1432,Ayer,MA,42.446396,-71.459405,-5,1
1434,Devens,MA,42.53,-71.61,-5,1
1436,Baldwinville,MA,42.601427,-72.083838,-5,1
1438,East Templeton,MA,42.551681,-72.029434,-5,1
1440,Gardner,MA,42.582529,-72.025884,-5,1
1441,Westminster,MA,42.364807,-71.896868,-5,1
1450,Groton,MA,42.446396,-71.459405,-5,1
1451,Harvard,MA,42.500187,-71.575864,-5,1
1452,Hubbardston,MA,42.483895,-72.011516,-5,1
1453,Leominster,MA,42.471316,-71.837509,-5,1
1460,Littleton,MA,42.446396,-71.459405,-5,1
1462,Lunenburg,MA,42.583322,-71.752266,-5,1
1463,Pepperell,MA,42.446396,-71.459405,-5,1
1464,Shirley,MA,42.446396,-71.459405,-5,1
1467,Still River,MA,42.487056,-71.613078,-5,1
1468,Templeton,MA,42.555059,-72.072285,-5,1
1469,Townsend,MA,42.446396,-71.459405,-5,1
1470,Groton,MA,42.446396,-71.459405,-5,1
1471,Groton,MA,42.446396,-71.459405,-5,1
1472,West Groton,MA,42.446396,-71.459405,-5,1
1473,Westminster,MA,42.549489,-71.913219,-5,1
1474,West Townsend,MA,42.446396,-71.459405,-5,1
1475,Winchendon,MA,42.661612,-72.047876,-5,1
1477,Winchendon Springs,MA,42.364807,-71.896868,-5,1
1501,Auburn,MA,42.184835,-71.947184,-5,1
1503,Berlin,MA,42.3129,-71.841656,-5,1
1504,Blackstone,MA,42.114078,-71.799785,-5,1
1505,Boylston,MA,42.300037,-71.943458,-5,1
1506,Brookfield,MA,42.19169,-72.105011,-5,1
1507,Charlton,MA,42.13277,-71.972627,-5,1
1508,Charlton City,MA,42.109748,-72.079455,-5,1
1509,Charlton Depot,MA,42.364807,-71.896868,-5,1
1510,Clinton,MA,42.413972,-71.687523,-5,1
1515,East Brookfield,MA,42.205311,-72.049907,-5,1
1516,Douglas,MA,42.113076,-71.891139,-5,1
1517,East Princeton,MA,42.364807,-71.896868,-5,1
1518,Fiskdale,MA,42.106405,-72.114045,-5,1
1519,Grafton,MA,42.203944,-71.682862,-5,1
1520,Holden,MA,42.336791,-71.845316,-5,1
1521,Holland,MA,42.061063,-72.163991,-5,1
1522,Jefferson,MA,42.264629,-71.795442,-5,1
1523,Lancaster,MA,42.427188,-71.91177,-5,1
1524,Leicester,MA,42.238192,-72.012379,-5,1
1525,Linwood,MA,42.364807,-71.896868,-5,1
1526,Manchaug,MA,42.364807,-71.896868,-5,1
1527,Millbury,MA,42.255642,-71.819961,-5,1
1529,Millville,MA,42.124662,-71.846943,-5,1
1531,New Braintree,MA,42.320938,-72.128644,-5,1
1532,Northborough,MA,42.322118,-71.64282,-5,1
1534,Northbridge,MA,42.207191,-71.856807,-5,1
1535,North Brookfield,MA,42.275382,-72.089338,-5,1
1536,North Grafton,MA,42.407556,-71.860402,-5,1
1537,North Oxford,MA,42.166241,-71.891052,-5,1
1538,North Uxbridge,MA,42.364807,-71.896868,-5,1
1540,Oxford,MA,42.109223,-71.855444,-5,1
1541,Princeton,MA,42.451926,-71.880057,-5,1
1542,Rochdale,MA,42.220085,-71.914361,-5,1
1543,Rutland,MA,42.383516,-71.95463,-5,1
1545,Shrewsbury,MA,42.286992,-71.715313,-5,1
1546,Shrewsbury,MA,42.364807,-71.896868,-5,1
1550,Southbridge,MA,42.129251,-72.031155,-5,1
1560,South Grafton,MA,42.176544,-71.681912,-5,1
1561,South Lancaster,MA,42.443539,-71.686137,-5,1
1562,Spencer,MA,42.254837,-72.065612,-5,1
1564,Sterling,MA,42.366765,-71.939375,-5,1
1566,Sturbridge,MA,42.10273,-72.080996,-5,1
1568,Upton,MA,42.175591,-71.603197,-5,1
1569,Uxbridge,MA,42.059736,-71.638438,-5,1
1570,Webster,MA,42.1351,-71.994169,-5,1
1571,Dudley,MA,42.059189,-71.937037,-5,1
1580,Westborough,MA,42.364807,-71.896868,-5,1
1581,Westborough,MA,42.255222,-71.845865,-5,1
1582,Westborough,MA,42.364807,-71.896868,-5,1
1583,West Boylston,MA,42.362783,-71.781215,-5,1
1585,West Brookfield,MA,42.235638,-72.172523,-5,1
1586,West Millbury,MA,42.364807,-71.896868,-5,1
1588,Whitinsville,MA,42.166554,-71.899484,-5,1
1590,Sutton,MA,42.126575,-71.755193,-5,1
1601,Worcester,MA,42.265275,-71.879415,-5,1
1602,Worcester,MA,42.274595,-71.846966,-5,1
1603,Worcester,MA,42.245442,-71.839257,-5,1
1604,Worcester,MA,42.247955,-71.76678,-5,1
1605,Worcester,MA,42.288792,-71.796128,-5,1
1606,Worcester,MA,42.311834,-71.794465,-5,1
1607,Worcester,MA,42.226452,-71.792506,-5,1
1608,Worcester,MA,42.293501,-71.925696,-5,1
1609,Worcester,MA,42.282565,-71.827685,-5,1
1610,Worcester,MA,42.246483,-71.808915,-5,1
1611,Cherry Valley,MA,42.239392,-71.878716,-5,1
1612,Paxton,MA,42.304675,-71.892875,-5,1
1613,Worcester,MA,42.293316,-71.801971,-5,1
1614,Worcester,MA,42.364807,-71.896868,-5,1
1615,Worcester,MA,42.364807,-71.896868,-5,1
1653,Worcester,MA,42.364807,-71.896868,-5,1
1654,Worcester,MA,42.364807,-71.896868,-5,1
1655,Worcester,MA,42.364807,-71.896868,-5,1
1701,Framingham,MA,42.446396,-71.459405,-5,1
1702,Framingham,MA,42.446396,-71.459405,-5,1
1703,Framingham,MA,42.446396,-71.459405,-5,1
1704,Framingham,MA,42.446396,-71.459405,-5,1
1705,Framingham,MA,42.446396,-71.459405,-5,1
1718,Village Of Nagog Woods,MA,42.446396,-71.459405,-5,1
1719,Boxborough,MA,42.446396,-71.459405,-5,1
1720,Acton,MA,42.446396,-71.459405,-5,1
1721,Ashland,MA,42.446396,-71.459405,-5,1
1730,Bedford,MA,42.446396,-71.459405,-5,1
1731,Hanscom Afb,MA,42.446396,-71.459405,-5,1
1740,Bolton,MA,42.436043,-71.605916,-5,1
1741,Carlisle,MA,42.446396,-71.459405,-5,1
1742,Concord,MA,42.446396,-71.459405,-5,1
1745,Fayville,MA,42.293442,-71.502762,-5,1
1746,Holliston,MA,42.446396,-71.459405,-5,1
1747,Hopedale,MA,42.127515,-71.533138,-5,1
1748,Hopkinton,MA,42.446396,-71.459405,-5,1
1749,Hudson,MA,42.446396,-71.459405,-5,1
1752,Marlborough,MA,42.446396,-71.459405,-5,1
1754,Maynard,MA,42.446396,-71.459405,-5,1
1756,Mendon,MA,42.100352,-71.546961,-5,1
1757,Milford,MA,42.147087,-71.528085,-5,1
1760,Natick,MA,42.446396,-71.459405,-5,1
1770,Sherborn,MA,42.446396,-71.459405,-5,1
1772,Southborough,MA,42.296842,-71.533229,-5,1
1773,Lincoln,MA,42.446396,-71.459405,-5,1
1775,Stow,MA,42.446396,-71.459405,-5,1
1776,Sudbury,MA,42.446396,-71.459405,-5,1
1778,Wayland,MA,42.446396,-71.459405,-5,1
1784,Woodville,MA,42.446396,-71.459405,-5,1
1801,Woburn,MA,42.488595,-71.157271,-5,1
1803,Burlington,MA,42.504844,-71.201539,-5,1
1805,Burlington,MA,42.446396,-71.459405,-5,1
1806,Woburn,MA,42.446396,-71.459405,-5,1
1807,Woburn,MA,42.446396,-71.459405,-5,1
1808,Woburn,MA,42.446396,-71.459405,-5,1
1810,Andover,MA,42.647991,-71.165685,-5,1
1812,Andover,MA,42.647191,-71.184202,-5,1
1813,Woburn,MA,42.446396,-71.459405,-5,1
1815,Woburn,MA,42.446396,-71.459405,-5,1
1821,Billerica,MA,42.446396,-71.459405,-5,1
1822,Billerica,MA,42.446396,-71.459405,-5,1
1824,Chelmsford,MA,42.446396,-71.459405,-5,1
1826,Dracut,MA,42.446396,-71.459405,-5,1
1827,Dunstable,MA,42.446396,-71.459405,-5,1
1830,Haverhill,MA,42.792639,-71.072501,-5,1
1831,Haverhill,MA,42.771095,-71.122054,-5,1
1832,Haverhill,MA,42.789627,-71.126562,-5,1
1833,Georgetown,MA,42.72377,-70.981298,-5,1
1834,Groveland,MA,42.751074,-71.021437,-5,1
1835,Haverhill,MA,42.752844,-71.084301,-5,1
1840,Lawrence,MA,42.70734,-71.161052,-5,1
1841,Lawrence,MA,42.70979,-71.164402,-5,1
1842,Lawrence,MA,42.635443,-70.879123,-5,1
1843,Lawrence,MA,42.71037,-71.088303,-5,1
1844,Methuen,MA,42.73184,-71.186915,-5,1
1845,North Andover,MA,42.672835,-71.087689,-5,1
1850,Lowell,MA,42.446396,-71.459405,-5,1
1851,Lowell,MA,42.446396,-71.459405,-5,1
1852,Lowell,MA,42.446396,-71.459405,-5,1
1853,Lowell,MA,42.446396,-71.459405,-5,1
1854,Lowell,MA,42.446396,-71.459405,-5,1
1860,Merrimac,MA,42.802441,-71.0896,-5,1
1862,North Billerica,MA,42.446396,-71.459405,-5,1
1863,North Chelmsford,MA,42.446396,-71.459405,-5,1
1864,North Reading,MA,42.581332,-71.083725,-5,1
1865,Nutting Lake,MA,42.446396,-71.459405,-5,1
1866,Pinehurst,MA,42.446396,-71.459405,-5,1
1867,Reading,MA,42.537065,-71.107172,-5,1
1876,Tewksbury,MA,42.446396,-71.459405,-5,1
1879,Tyngsboro,MA,42.446396,-71.459405,-5,1
1880,Wakefield,MA,42.499891,-71.068829,-5,1
1885,West Boxford,MA,42.635443,-70.879123,-5,1
1886,Westford,MA,42.446396,-71.459405,-5,1
1887,Wilmington,MA,42.561782,-71.173888,-5,1
1888,Woburn,MA,42.446396,-71.459405,-5,1
1889,North Reading,MA,42.571633,-71.109646,-5,1
1890,Winchester,MA,42.454545,-71.148779,-5,1
1899,Andover,MA,42.635443,-70.879123,-5,1
1901,Lynn,MA,42.461246,-70.946743,-5,1
1902,Lynn,MA,42.473195,-70.928593,-5,1
1903,Lynn,MA,42.635443,-70.879123,-5,1
1904,Lynn,MA,42.488896,-70.964694,-5,1
1905,Lynn,MA,42.469395,-70.972844,-5,1
1906,Saugus,MA,42.472112,-70.997794,-5,1
1907,Swampscott,MA,42.513295,-70.905893,-5,1
1908,Nahant,MA,42.427296,-70.922442,-5,1
1910,Lynn,MA,42.454796,-70.974694,-5,1
1913,Amesbury,MA,42.853539,-70.948211,-5,1
1915,Beverly,MA,42.565145,-70.853843,-5,1
1921,Boxford,MA,42.683256,-71.017403,-5,1
1922,Byfield,MA,42.763216,-70.92812,-5,1
1923,Danvers,MA,42.577188,-70.949245,-5,1
1929,Essex,MA,42.62781,-70.780576,-5,1
1930,Gloucester,MA,42.630011,-70.694179,-5,1
1931,Gloucester,MA,42.635443,-70.879123,-5,1
1936,Hamilton,MA,42.635443,-70.879123,-5,1
1937,Hathorne,MA,42.635443,-70.879123,-5,1
1938,Ipswich,MA,42.68571,-70.864132,-5,1
1940,Lynnfield,MA,42.533732,-71.028775,-5,1
1944,Manchester,MA,42.579503,-70.755062,-5,1
1945,Marblehead,MA,42.56142,-70.770768,-5,1
1949,Middleton,MA,42.644942,-71.087905,-5,1
1950,Newburyport,MA,42.80965,-70.873196,-5,1
1951,Newbury,MA,42.777524,-70.867246,-5,1
1952,Salisbury,MA,42.851234,-70.865667,-5,1
1960,Peabody,MA,42.536996,-70.973646,-5,1
1961,Peabody,MA,42.635443,-70.879123,-5,1
1965,Prides Crossing,MA,42.558113,-70.825743,-5,1
1966,Rockport,MA,42.657866,-70.618057,-5,1
1969,Rowley,MA,42.716155,-70.892754,-5,1
1970,Salem,MA,42.512946,-70.904237,-5,1
1971,Salem,MA,42.635443,-70.879123,-5,1
1982,South Hamilton,MA,42.626664,-70.851125,-5,1
1983,Topsfield,MA,42.661793,-70.954487,-5,1
1984,Wenham,MA,42.597691,-70.8732,-5,1
1985,West Newbury,MA,42.79414,-70.971068,-5,1
2018,Accord,MA,41.970474,-70.701357,-5,1
2019,Bellingham,MA,42.076501,-71.470464,-5,1
2020,Brant Rock,MA,42.081825,-70.643868,-5,1
2021,Canton,MA,42.179146,-71.121185,-5,1
2025,Cohasset,MA,42.233938,-70.815826,-5,1
2026,Dedham,MA,42.244733,-71.181141,-5,1
2027,Dedham,MA,42.180048,-71.08923,-5,1
2030,Dover,MA,42.236114,-71.283072,-5,1
2031,East Mansfield,MA,41.998799,-71.200894,-5,1
2032,East Walpole,MA,42.153786,-71.21455,-5,1
2035,Foxboro,MA,42.062204,-71.235774,-5,1
2038,Franklin,MA,42.08868,-71.404814,-5,1
2040,Greenbush,MA,41.970474,-70.701357,-5,1
2041,Green Harbor,MA,42.069642,-70.649075,-5,1
2043,Hingham,MA,42.212105,-70.884989,-5,1
2044,Hingham,MA,41.970474,-70.701357,-5,1
2045,Hull,MA,42.284413,-70.873659,-5,1
2047,Humarock,MA,42.142836,-70.69353,-5,1
2048,Mansfield,MA,42.013182,-71.218373,-5,1
2050,Marshfield,MA,42.111805,-70.710744,-5,1
2051,Marshfield Hills,MA,42.151202,-70.734146,-5,1
2052,Medfield,MA,42.181265,-71.309934,-5,1
2053,Medway,MA,42.156282,-71.427663,-5,1
2054,Millis,MA,42.165249,-71.36126,-5,1
2055,Minot,MA,41.970474,-70.701357,-5,1
2056,Norfolk,MA,42.117511,-71.331793,-5,1
2059,North Marshfield,MA,41.970474,-70.701357,-5,1
2060,North Scituate,MA,41.970474,-70.701357,-5,1
2061,Norwell,MA,42.154145,-70.823035,-5,1
2062,Norwood,MA,42.182798,-71.196277,-5,1
2065,Ocean Bluff,MA,42.097219,-70.651567,-5,1
2066,Scituate,MA,42.207254,-70.770188,-5,1
2067,Sharon,MA,42.105288,-71.184785,-5,1
2070,Sheldonville,MA,42.180048,-71.08923,-5,1
2071,South Walpole,MA,42.100399,-71.270933,-5,1
2072,Stoughton,MA,42.118416,-71.105733,-5,1
2081,Walpole,MA,42.148624,-71.255533,-5,1
2090,Westwood,MA,42.220548,-71.199238,-5,1
2093,Wrentham,MA,42.054311,-71.371169,-5,1
2101,Boston,MA,42.370567,-71.026964,-5,1
2102,Boston,MA,42.338947,-70.919635,-5,1
2103,Boston,MA,42.338947,-70.919635,-5,1
2104,Boston,MA,42.338947,-70.919635,-5,1
2105,Boston,MA,42.338947,-70.919635,-5,1
2106,Boston,MA,42.354318,-71.073449,-5,1
2107,Boston,MA,42.338947,-70.919635,-5,1
2108,Boston,MA,42.353806,-71.102446,-5,1
2109,Boston,MA,42.360027,-71.054495,-5,1
2110,Boston,MA,42.352847,-71.051466,-5,1
2111,Boston,MA,42.351047,-71.059365,-5,1
2112,Boston,MA,42.338947,-70.919635,-5,1
2113,Boston,MA,42.365398,-71.055001,-5,1
2114,Boston,MA,42.362097,-71.023661,-5,1
2115,Boston,MA,42.342043,-71.096848,-5,1
2116,Boston,MA,42.347207,-71.086095,-5,1
2117,Boston,MA,42.338947,-70.919635,-5,1
2118,Boston,MA,42.336162,-71.072854,-5,1
2119,Boston,MA,42.323077,-71.084608,-5,1
2120,Boston,MA,42.332484,-71.096416,-5,1
2121,Boston,MA,42.307098,-71.081645,-5,1
2122,Boston,MA,42.29658,-71.055215,-5,1
2123,Boston,MA,42.338947,-70.919635,-5,1
2124,Boston,MA,42.286784,-71.071045,-5,1
2125,Boston,MA,42.31476,-71.067244,-5,1
2126,Mattapan,MA,42.301247,-71.105195,-5,1
2127,Boston,MA,42.329023,-71.020343,-5,1
2128,Boston,MA,42.364197,-71.025694,-5,1
2129,Charlestown,MA,42.382588,-71.065287,-5,1
2130,Jamaica Plain,MA,42.309661,-71.121097,-5,1
2131,Roslindale,MA,42.284197,-71.120896,-5,1
2132,West Roxbury,MA,42.277897,-71.155833,-5,1
2133,Boston,MA,42.338947,-70.919635,-5,1
2134,Allston,MA,42.357169,-71.112646,-5,1
2135,Brighton,MA,42.349768,-71.104888,-5,1
2136,Hyde Park,MA,42.254248,-71.129321,-5,1
2137,Readville,MA,42.338947,-70.919635,-5,1
2138,Cambridge,MA,42.380442,-71.132947,-5,1
2139,Cambridge,MA,42.365146,-71.101842,-5,1
2140,Cambridge,MA,42.393246,-71.133833,-5,1
2141,Cambridge,MA,42.368673,-71.083596,-5,1
2142,Cambridge,MA,42.36284,-71.084814,-5,1
2143,Somerville,MA,42.38092,-71.098896,-5,1
2144,Somerville,MA,42.402696,-71.12022,-5,1
2145,Somerville,MA,42.391046,-71.095146,-5,1
2148,Malden,MA,42.436545,-71.085396,-5,1
2149,Everett,MA,42.407396,-71.051183,-5,1
2150,Chelsea,MA,42.378197,-71.038894,-5,1
2151,Revere,MA,42.366303,-71.020494,-5,1
2152,Winthrop,MA,42.378447,-70.981679,-5,1
2153,Medford,MA,42.446396,-71.459405,-5,1
2155,Medford,MA,42.422095,-71.109297,-5,1
2156,West Medford,MA,42.446396,-71.459405,-5,1
2163,Boston,MA,42.32532,-71.112159,-5,1
2169,Quincy,MA,42.241799,-71.006042,-5,1
2170,Quincy,MA,42.267248,-71.016742,-5,1
2171,Quincy,MA,42.284898,-71.014243,-5,1
2176,Melrose,MA,42.458995,-71.053095,-5,1
2177,Melrose,MA,42.446396,-71.459405,-5,1
2180,Stoneham,MA,42.474595,-71.098146,-5,1
2184,Braintree,MA,42.202216,-71.005192,-5,1
2185,Braintree,MA,42.180048,-71.08923,-5,1
2186,Milton,MA,42.240598,-71.078494,-5,1
2187,Milton Village,MA,42.180048,-71.08923,-5,1
2188,Weymouth,MA,42.20794,-70.95514,-5,1
2189,Weymouth,MA,42.210649,-70.932318,-5,1
2190,Weymouth,MA,42.167841,-70.95074,-5,1
2191,Weymouth,MA,42.251499,-70.94484,-5,1
2196,Boston,MA,42.338947,-70.919635,-5,1
2199,Boston,MA,42.347247,-71.082395,-5,1
2201,Boston,MA,42.338947,-70.919635,-5,1
2202,Boston,MA,42.361094,-71.061814,-5,1
2203,Boston,MA,42.361485,-71.060364,-5,1
2204,Boston,MA,42.338947,-70.919635,-5,1
2205,Boston,MA,42.350334,-71.053877,-5,1
2206,Boston,MA,42.338947,-70.919635,-5,1
2207,Boston,MA,42.338947,-70.919635,-5,1
2208,Boston,MA,42.338947,-70.919635,-5,1
2209,Boston,MA,42.338947,-70.919635,-5,1
2210,Boston,MA,42.347547,-71.040645,-5,1
2211,Boston,MA,42.338947,-70.919635,-5,1
2212,Boston,MA,42.446396,-71.459405,-5,1
2215,Boston,MA,42.345079,-71.107653,-5,1
2216,Boston,MA,42.338947,-70.919635,-5,1
2217,Boston,MA,42.338947,-70.919635,-5,1
2222,Boston,MA,42.364381,-71.063314,-5,1
2228,East Boston,MA,42.36,-71.02,-5,1
